PG.ProteinGroups	PG.ProteinAccessions	PG.Organisms	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.Quantity	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.Quantity	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.Quantity	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.Quantity	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.Quantity	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.Quantity	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.Log2Quantity	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.Log2Quantity	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.Log2Quantity	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.Log2Quantity	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.Log2Quantity	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.Log2Quantity	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.IBAQ	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.IBAQ	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.IBAQ	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.IBAQ	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.IBAQ	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.IBAQ
LtaP33.2610	LtaP33.2610	Leishmania_tarentolae_Parrot-TarII	LtaP33.2610	46	25447.23046875	7653.94873046875	139488.5	20758.23828125	58176.0859375	348443.71875	14.635221029704228	12.901988521891882	17.08978665973955	14.341396389201275	15.828138615339485	18.41056612267561	633	170.3	3219.2	496.7	1146.2	8715.5
LtaP33.2650	LtaP33.2650	Leishmania_tarentolae_Parrot-TarII	LtaP33.2650	22	1657.4598388671875	735.9011840820312	10310.3134765625	1295.5162353515625	11538.2080078125	2844.5478515625	10.694758198155847	9.523368245722963	13.331800576873018	10.339311380083158	13.4941315568264	11.473983635208297	17.3	20.9	313.1	30.1	363	95
LtaP33.2660	LtaP33.2660	Leishmania_tarentolae_Parrot-TarII	LtaP33.2660	23	1607.6060791015625	3953.622802734375	38932.453125	8418.8505859375	30457.80859375	35383.453125	10.65069822267841	11.94895952128747	15.248685630984466	13.03940756223377	14.894524524767265	15.110787229251482	43.1	177.5	1404.3	353.5	900.6	1795.5
LtaP33.2670	LtaP33.2670	Leishmania_tarentolae_Parrot-TarII	LtaP33.2670	6	NaN	NaN	484.7787170410156	280.1626281738281	640.5555419921875	341.1624450683594	NaN	NaN	8.92118255217185	8.130120712480807	9.323179860548647	8.41431503427502	NaN	NaN	4.7	0.4	4.9	4.3
LtaP33.2680	LtaP33.2680	Leishmania_tarentolae_Parrot-TarII	LtaP33.2680	30	316.4715576171875	917.5322265625	7450.54296875	1554.7109375	5798.32177734375	13455.6884765625	8.305932035309864	9.841615020521205	12.863129852489081	10.60243065421327	12.501419682514097	13.715928589651625	1.9	12	146.1	25.8	98.8	276.7
LtaP33.2700	LtaP33.2700	Leishmania_tarentolae_Parrot-TarII	LtaP33.2700	5	NaN	876.436767578125	1236.1109619140625	479.6068420410156	NaN	1018.4287719726562	NaN	9.775506198167182	10.271592540054694	8.9057084300703	NaN	9.992129367650993	NaN	17.9	153.3	31.3	NaN	68.4
LtaP33.2740	LtaP33.2740	Leishmania_tarentolae_Parrot-TarII	LtaP33.2740	39	1742.5916748046875	1323.8671875	22343.681640625	2458.814697265625	22224.599609375	17956.107421875	10.7670188405016	10.370542680564013	14.447579302481365	11.263747298404851	14.439869807748595	14.132187011821244	14.6	12.8	433	34.3	364.1	323.9
LtaP33.2750	LtaP33.2750	Leishmania_tarentolae_Parrot-TarII	LtaP33.2750	12	81.87362670898438	30.83237075805664	892.0164794921875	71.52783203125	316.16790771484375	168.82579040527344	6.35532689786904	4.946373920089577	9.800926553128871	6.1604328097924	8.304547125686218	7.3993915016851	0.8	1.2	78.5	1.7	38.6	6.1
LtaP33.2770	LtaP33.2770	Leishmania_tarentolae_Parrot-TarII	LtaP33.2770	11	134.20712280273438	NaN	1467.43359375	180.29698181152344	973.1995849609375	335.2511291503906	7.068317431800797	NaN	10.519079502726376	7.494231435896098	9.926591894787068	8.389098381015364	0.7	NaN	66.4	3.6	56.7	10.2
LtaP33.2800	LtaP33.2800	Leishmania_tarentolae_Parrot-TarII	LtaP33.2800	5	NaN	383.6416931152344	1338.3302001953125	214.0903778076172	509.4127502441406	650.5143432617188	NaN	8.583615706746977	10.386218394223016	7.742076145698119	8.992691259484568	9.345437057208834	NaN	63.7	192.8	23.2	26.8	114.5
LtaP33.2820	LtaP33.2820	Leishmania_tarentolae_Parrot-TarII	LtaP33.2820	3	NaN	238.8575439453125	284.8145446777344	175.78842163085938	804.7589721679688	13.628918647766113	NaN	7.90000663259026	8.153879012338322	7.457696239745018	9.652412946013346	3.768599194565832	NaN	4	7.5	1.2	20.9	0.2
LtaP33.2830	LtaP33.2830	Leishmania_tarentolae_Parrot-TarII	LtaP33.2830	28	2747.090576171875	1149.2589111328125	17881.865234375	1849.24755859375	8972.16796875	4441.00634765625	11.423688763929041	10.166488137240364	14.126209609584803	10.852722655779829	13.13124091416054	12.1166709180535	39.8	14.4	304.8	27.3	129.6	88.6
LtaP33.2840	LtaP33.2840	Leishmania_tarentolae_Parrot-TarII	LtaP33.2840	13	585.7412719726562	248.5223388671875	8355.3955078125	562.3756713867188	4865.9384765625	4946.5078125	9.194119741679048	7.957231726570029	13.028492405426674	9.1353903739275	12.248502364059	12.272194640234773	16.3	2.7	358.1	13.9	205	178.4
LtaP33.2850	LtaP33.2850	Leishmania_tarentolae_Parrot-TarII	LtaP33.2850	10	699.350830078125	595.7982177734375	4306.23681640625	1007.3840942382812	2309.602294921875	2094.66357421875	9.449872556447877	9.218679997797768	12.072211945658248	9.976398141989097	11.173428730874235	11.032502834657748	2.2	18.4	134	20.7	81.1	79.3
LtaP33.2860	LtaP33.2860	Leishmania_tarentolae_Parrot-TarII	LtaP33.2860	2	NaN	NaN	26.88973045349121	14.85812759399414	19.802026748657227	157.680419921875	NaN	NaN	4.748983388388941	3.8931804152685654	4.307576193404181	7.30085971334385	NaN	NaN	0.5	0.3	0.4	9.8
LtaP33.2870	LtaP33.2870	Leishmania_tarentolae_Parrot-TarII	LtaP33.2870	5	204.91030883789062	34.516387939453125	468.13580322265625	52.84437942504883	752.1989135742188	401.27911376953125	7.678848756530839	5.109209592588073	8.870783296966222	5.723678128334073	9.554970412422263	8.648462256818895	3.4	0.7	18.2	1.3	29.5	19.7
LtaP33.2890	LtaP33.2890	Leishmania_tarentolae_Parrot-TarII	LtaP33.2890	14	753.8390502929688	80.03844451904297	2083.8408203125	386.49664306640625	2372.224365234375	2350.5634765625	9.558112721052913	6.322621224818813	11.025029362414465	8.594312073388028	11.212024751250537	11.198790925451302	10.9	1.8	31.2	3.1	29.7	34.6
LtaP33.2950	LtaP33.2950	Leishmania_tarentolae_Parrot-TarII	LtaP33.2950	13	1423.2557373046875	816.2802734375	17363.271484375	1797.214599609375	10602.501953125	4519.0205078125	10.474979200069585	9.672920782747113	14.083751176964459	10.81154697136593	13.372117128247863	12.14179438879476	43.9	25.2	684.6	64.7	385.1	178.2
LtaP33.2970	LtaP33.2970	Leishmania_tarentolae_Parrot-TarII	LtaP33.2970	20	3600.50439453125	1476.1558837890625	26700.177734375	3120.26220703125	12975.5322265625	15660.1337890625	11.813983312471384	10.527629364390036	14.704561725044599	11.607451553778105	13.66350609538691	13.934808917592996	120.3	21.9	464.1	258.8	293.7	408.2
LtaP33.2980	LtaP33.2980	Leishmania_tarentolae_Parrot-TarII	LtaP33.2980	15	708.3017578125	205.62637329101562	3346.474853515625	389.7472839355469	2282.13134765625	1284.93310546875	9.468220312443956	7.683881503800826	11.7084264581332	8.606395158903377	11.156166112729977	10.327477538306454	5.7	1.9	56.5	5.8	37.6	46.1
LtaP33.3000	LtaP33.3000	Leishmania_tarentolae_Parrot-TarII	LtaP33.3000	27	NaN	414.3271484375	20739.755859375	2884.81396484375	9794.966796875	6802.51806640625	NaN	8.694626544566697	14.340111290935784	11.494262570378195	13.257824886694003	12.73185316771074	NaN	1.2	592.4	66.2	141	136.1
LtaP33.3010	LtaP33.3010	Leishmania_tarentolae_Parrot-TarII	LtaP33.3010	2	NaN	NaN	142.64761352539062	NaN	167.8797607421875	NaN	NaN	NaN	7.156311800810136	NaN	7.3912845020216835	NaN	NaN	NaN	11.3	NaN	6.9	NaN
LtaP33.3040	LtaP33.3040	Leishmania_tarentolae_Parrot-TarII	LtaP33.3040	10	1639.713134765625	26189.50390625	21561.673828125	14766.94140625	2489.47998046875	17418.255859375	10.679227724352446	14.676701111297081	14.396181558094494	13.850083419261896	11.281628698461477	14.088312549467485	105.6	2334.9	1853.7	1215.6	137.7	1466.5
LtaP33.3050	LtaP33.3050	Leishmania_tarentolae_Parrot-TarII	LtaP33.3050	5	88.05946350097656	NaN	511.07318115234375	176.58837890625	393.7928771972656	92.12183380126953	6.4604061496227825	NaN	8.99738607687948	7.464246593655911	8.62129320623228	6.525471224968025	0.2	NaN	13.2	0.4	8.9	5.5
LtaP33.3100	LtaP33.3100	Leishmania_tarentolae_Parrot-TarII	LtaP33.3100	8	NaN	267.04779052734375	982.5922241210938	155.03761291503906	517.212158203125	355.4674377441406	NaN	8.060954137631693	9.94044901194291	7.276474452907209	9.014612379024184	8.473573598967818	NaN	23.2	92.3	2.3	7.7	17.8
LtaP33.3110	LtaP33.3110	Leishmania_tarentolae_Parrot-TarII	LtaP33.3110	4	NaN	NaN	48.7874755859375	NaN	50.60330581665039	7.558716773986816	NaN	NaN	5.608438930603228	NaN	5.661159731378096	2.9181413322052805	NaN	NaN	9.2	NaN	1.1	0.3
LtaP33.3300	LtaP33.3300	Leishmania_tarentolae_Parrot-TarII	LtaP33.3300	1	NaN	NaN	250.9947967529297	NaN	152.12161254882812	78.53524017333984	NaN	NaN	7.971513646474465	NaN	7.249081327070874	6.295268257363162	NaN	NaN	6.1	NaN	3.7	1.9
LtaP33.3340	LtaP33.3340	Leishmania_tarentolae_Parrot-TarII	LtaP33.3340	7	NaN	NaN	NaN	NaN	NaN	1179.029296875	NaN	NaN	NaN	NaN	NaN	10.20338385194596	NaN	NaN	NaN	NaN	NaN	9.6
LtaP33.3360	LtaP33.3360	Leishmania_tarentolae_Parrot-TarII	LtaP33.3360	17	716.5946044921875	229.9644012451172	10687.154296875	1222.0872802734375	2785.755859375	4564.6513671875	9.485013370775693	7.845266737370131	13.383590132670742	10.255131609361323	11.44385311191115	12.15628896085476	12.5	5	353.9	46.6	96.6	142.8
LtaP33.3380	LtaP33.3380	Leishmania_tarentolae_Parrot-TarII	LtaP33.3380	8	1578.9144287109375	712.4942626953125	7154.84521484375	863.8173828125	6932.94189453125	2479.9609375	10.624717269274	9.476734586796525	12.80470484124467	9.75458253832367	12.759251953911864	11.276101681194051	85.8	35.5	362.3	58.6	893.3	184.8
LtaP33.3410	LtaP33.3410	Leishmania_tarentolae_Parrot-TarII	LtaP33.3410	9	NaN	504.3681335449219	784.8013305664062	496.0927734375	433.56463623046875	789.8112182617188	NaN	8.978333317484854	9.616183677305282	8.95446613148059	8.760103277611424	9.625364049362817	NaN	16.3	17.1	11.7	2.7	37.9
LtaP33.3420	LtaP33.3420	Leishmania_tarentolae_Parrot-TarII	LtaP33.3420	7	NaN	NaN	189.4848175048828	97.018310546875	NaN	260.681640625	NaN	NaN	7.565938446678167	6.600185151900334	NaN	8.026145169610368	NaN	NaN	6.1	1	NaN	14.6
LtaP33.3430	LtaP33.3430	Leishmania_tarentolae_Parrot-TarII	LtaP33.3430	1	NaN	25.47959327697754	159.09576416015625	NaN	179.38914489746094	NaN	NaN	4.671270343361844	7.313751614969221	NaN	7.486948783061916	NaN	NaN	1.6	9.9	NaN	11.2	NaN
LtaP33.3460	LtaP33.3460	Leishmania_tarentolae_Parrot-TarII	LtaP33.3460	2	NaN	NaN	206.43849182128906	NaN	178.56427001953125	77.9511947631836	NaN	NaN	7.689568185643529	NaN	7.480299621731577	6.284499230263411	NaN	NaN	3.7	NaN	3.1	1.1
LtaP33.3470	LtaP33.3470	Leishmania_tarentolae_Parrot-TarII	LtaP33.3470	5	NaN	57.67281723022461	636.334228515625	79.72534942626953	659.622314453125	295.98760986328125	NaN	5.849819592482715	9.313640916238796	6.316966610531301	9.365496394502694	8.209392975213662	NaN	0.4	24.3	3.2	29.1	19.7
LtaP33.3480	LtaP33.3480	Leishmania_tarentolae_Parrot-TarII	LtaP33.3480	10	NaN	NaN	2514.144287109375	386.4149475097656	1543.2723388671875	877.8662109375	NaN	NaN	11.29585173327644	8.59400709212936	10.591776959184926	9.77785727586295	NaN	NaN	79.9	2.2	41.2	24.2
LtaP33.3500	LtaP33.3500	Leishmania_tarentolae_Parrot-TarII	LtaP33.3500	1	395.3351745605469	389.86767578125	912.7283935546875	334.4250183105469	3124.033203125	455.99981689453125	8.626932513023458	8.606840734550625	9.83404180182661	8.385538969138606	11.609194071602039	8.832889434854643	82.7	134.6	295.2	114.7	1080.7	149.1
LtaP33.3530	LtaP33.3530	Leishmania_tarentolae_Parrot-TarII	LtaP33.3530	6	NaN	439.48675537109375	790.0811767578125	420.9041748046875	1136.0404052734375	862.2994384765625	NaN	8.779675877900257	9.62585708013957	8.717348009123803	10.149798432401658	9.75204513030665	NaN	28.4	43.6	17.9	39.5	39.9
LtaP34.0010	LtaP34.0010	Leishmania_tarentolae_Parrot-TarII	LtaP34.0010	6	860.3502197265625	216.5818634033203	2516.44140625	390.6697998046875	2388.632080078125	1359.94091796875	9.748780241928438	7.758768626286928	11.297169290644453	8.609805924036996	11.221968937902215	10.409328260251662	41.9	4.9	168.4	30.8	106.1	109.6
LtaP34.0040	LtaP34.0040	Leishmania_tarentolae_Parrot-TarII	LtaP34.0040	15	3484.33056640625	55442.96484375	40079.3203125	16938.68359375	8647.3232421875	15946.0498046875	11.766665786868572	15.758716788016745	15.290570422261709	14.04803413812955	13.078037903786365	13.960911459777472	111.6	3182.5	1607.8	963.4	318.8	680.8
LtaP34.0070	LtaP34.0070	Leishmania_tarentolae_Parrot-TarII	LtaP34.0070	13	6393.41845703125	1214.8612060546875	2367.142822265625	354.673583984375	5342.953125	1798.6400146484375	12.642371807743142	10.24657578468705	11.208931038794693	8.470348072419045	12.383421644771177	10.812690754714469	5.3	76.8	105.4	35.3	50.9	48.3
LtaP34.0080	LtaP34.0080	Leishmania_tarentolae_Parrot-TarII	LtaP34.0080	10	289.9451599121094	205.68650817871094	3280.26220703125	498.1544494628906	1459.7222900390625	956.9038696289062	8.17963624517185	7.6843033544589945	11.679595425622583	8.960449299393671	10.51147820932037	9.902230188910638	5.2	4.3	183.8	14.7	43.2	33.8
LtaP34.0090	LtaP34.0090	Leishmania_tarentolae_Parrot-TarII	LtaP34.0090	5	NaN	NaN	713.30908203125	539.80712890625	1518.3597412109375	494.8828125	NaN	NaN	9.478383532210348	9.076300219506093	10.568297930075444	8.95094312740982	NaN	NaN	9.7	3.7	8.3	9.1
LtaP34.0110	LtaP34.0110	Leishmania_tarentolae_Parrot-TarII	LtaP34.0110	13	63.7745361328125	96.61138153076172	2457.8291015625	194.8426971435547	1642.912353515625	502.9819641113281	5.994908595240789	6.594121254038956	11.263168889998449	7.6061660489582446	10.682039801760078	8.97436285868494	0.6	0.3	274	1.7	64.9	15.4
LtaP34.0140	LtaP34.0140	Leishmania_tarentolae_Parrot-TarII	LtaP34.0140	15	2535.46630859375	2172.144287109375	28631.23828125	67263.3515625	24449.5	3016.591552734375	11.308035388588364	11.084904223616196	14.80530244679857	16.037533046045986	14.577517341459219	11.558703653093641	171.6	164.6	2265.4	4583.8	1908	204.8
LtaP34.0150	LtaP34.0150	Leishmania_tarentolae_Parrot-TarII	LtaP34.0150	10	1144.5716552734375	483.0768737792969	6041.283203125	1783.3978271484375	2720.1611328125	1657.849609375	10.160592069505581	8.916108978411977	12.560639303444349	10.800412849225625	11.409476398867174	10.695097424397062	71.6	30.1	554.3	137.1	200.4	127.6
LtaP34.0160	LtaP34.0160	Leishmania_tarentolae_Parrot-TarII	LtaP34.0160	18	2200.318359375	993.8931884765625	17407.16796875	9965.54296875	11460.9677734375	64868.0625	11.103496563985972	9.956947006617538	14.087393884676034	13.282732696548564	13.484441251130228	15.985220728133164	94	40.6	1062.1	527.7	662.6	3767.6
LtaP34.0170	LtaP34.0170	Leishmania_tarentolae_Parrot-TarII	LtaP34.0170	7	4183.9755859375	2434.181640625	28305.21484375	3422.328125	20326.51953125	12632.4189453125	12.030658717951136	11.24922111181455	14.788780253671298	11.740762373424557	14.311075586130485	13.624843302622605	306.5	174.7	2207	238.7	1675.5	987
LtaP34.0180	LtaP34.0180	Leishmania_tarentolae_Parrot-TarII	LtaP34.0180	14	2298.763427734375	425.64947509765625	8766.5068359375	1676.070556640625	6264.951171875	3000.65576171875	11.1666422865181	8.73352204110635	13.09778637540644	10.710867167334774	12.613087550096166	11.551062105648553	89	16	503.7	101.6	377.6	177.3
LtaP34.0190	LtaP34.0190	Leishmania_tarentolae_Parrot-TarII	LtaP34.0190	5	223.10511779785156	69.93741607666016	534.6117553710938	84.72177124023438	232.95811462402344	6392.27294921875	7.801579797650351	6.127992589775553	9.062347750567692	6.404660846313815	7.863926774455658	12.642113297132758	26.3	2.9	53.5	5.3	19.3	702.8
LtaP34.0220	LtaP34.0220	Leishmania_tarentolae_Parrot-TarII	LtaP34.0220	10	104.03974914550781	NaN	448.7225341796875	739.4251098632812	462.9305419921875	645.8460693359375	6.700991015631471	NaN	8.809679825611962	9.530260226077992	8.854651937816298	9.335046544371618	2.3	NaN	9.7	3.2	7.7	29.9
LtaP34.0230	LtaP34.0230	Leishmania_tarentolae_Parrot-TarII	LtaP34.0230	16	1237.253662109375	853.228271484375	13566.44140625	2378.250732421875	23201.78125	3123.08203125	10.272925597062368	9.736787959549043	13.727754718667429	11.215685107127001	14.501947947914992	11.608754748520512	35.4	35.8	589	87	795.8	109.4
LtaP34.0260	LtaP34.0260	Leishmania_tarentolae_Parrot-TarII	LtaP34.0260	6	NaN	29.0085391998291	297.322998046875	46.98609161376953	229.4575653076172	175.2440948486328	NaN	4.858405741604748	8.215887250345991	5.554161861691282	7.842083563541052	7.453222020737424	NaN	1.9	17.5	0.7	7.3	13.5
LtaP34.0280	LtaP34.0280	Leishmania_tarentolae_Parrot-TarII	LtaP34.0280	2	NaN	NaN	31.634601593017578	NaN	24.56011390686035	59.73272705078125	NaN	NaN	4.983431521516252	NaN	4.618245346657404	5.9004496832805	NaN	NaN	0.3	NaN	0.3	1
LtaP34.0290	LtaP34.0290	Leishmania_tarentolae_Parrot-TarII	LtaP34.0290	24	5115.91357421875	3032.299072265625	23413.609375	5348.68603515625	38875.49609375	10390.251953125	12.320776176891957	11.566196336586685	14.515059732881348	12.384968805448985	15.246573465273109	13.342943018114653	142.6	110.1	821.4	189.1	1418.9	373
LtaP34.0310	LtaP34.0310	Leishmania_tarentolae_Parrot-TarII	LtaP34.0310	22	NaN	1062.4927978515625	6319.80712890625	1324.0740966796875	5051.06787109375	3463.52783203125	NaN	10.053237346581556	12.625664814834023	10.37076814390781	12.302372712024653	11.758026551673309	NaN	21.4	98.5	73.7	40.1	107.6
LtaP34.0330	LtaP34.0330	Leishmania_tarentolae_Parrot-TarII	LtaP34.0330	1	NaN	29.886825561523438	393.7978820800781	NaN	738.0318603515625	21.72447967529297	NaN	4.901437763738139	8.621311541946683	NaN	9.527539287603826	4.441249718239392	NaN	0.7	9.8	NaN	18.5	0.5
LtaP34.0420	LtaP34.0420	Leishmania_tarentolae_Parrot-TarII	LtaP34.0420	12	NaN	843.2850952148438	2527.838134765625	382.6707458496094	983.02880859375	387.1383972167969	NaN	9.719876645281778	11.303688370943188	8.579959804836855	9.941089886509783	8.596705594090675	NaN	40.2	111.2	15.2	25.6	21.4
LtaP34.0430	LtaP34.0430	Leishmania_tarentolae_Parrot-TarII	LtaP34.0430	11	NaN	1180.144287109375	1800.12890625	459.6846008300781	NaN	398.0057678222656	NaN	10.204747542191106	10.813884505521907	8.844500527284254	NaN	8.6366455279514	NaN	35	34.7	10.8	NaN	7.8
LtaP34.0440	LtaP34.0440	Leishmania_tarentolae_Parrot-TarII	LtaP34.0440	5	NaN	388.86676025390625	435.440673828125	NaN	330.7349548339844	308.8183288574219	NaN	8.603132110413794	8.76633236346861	NaN	8.369531719430341	8.270614571159788	NaN	7.3	32.7	NaN	31.3	28.6
LtaP34.0450	LtaP34.0450	Leishmania_tarentolae_Parrot-TarII	LtaP34.0450	2	NaN	NaN	153.86204528808594	NaN	NaN	NaN	NaN	NaN	7.265493581103986	NaN	NaN	NaN	NaN	NaN	6.4	NaN	NaN	0
LtaP34.0470	LtaP34.0470	Leishmania_tarentolae_Parrot-TarII	LtaP34.0470	5	214.07212829589844	NaN	3171.047607421875	139.73744201660156	NaN	2022.8994140625	7.7419531621127	NaN	11.630743821667343	7.1265748259420345	NaN	10.982208870281973	15.4	NaN	444.3	5.6	NaN	124.4
LtaP34.0480	LtaP34.0480	Leishmania_tarentolae_Parrot-TarII	LtaP34.0480	1	12.27690601348877	NaN	471.7679748535156	109.25943756103516	NaN	76.25827026367188	3.617875118021341	NaN	8.881933676838388	6.771614091326218	NaN	6.252821902238771	2	0	78.6	18.2	NaN	12.7
LtaP34.0490	LtaP34.0490	Leishmania_tarentolae_Parrot-TarII	LtaP34.0490	3	1670.4766845703125	2005.4952392578125	17727.888671875	2991.724609375	16152.5654296875	23523.982421875	10.706044131274194	10.969742826078884	14.113733106198211	11.546761664775827	13.979475698571207	14.521844697118945	110.8	159.9	1048.5	227.8	1251.4	1846
LtaP34.0510	LtaP34.0510	Leishmania_tarentolae_Parrot-TarII	LtaP34.0510	19	5458.0029296875	196.47067260742188	1212.8079833984375	369.7086486816406	2220.005859375	810.9517211914062	12.414157453668514	7.61817016566042	10.244135439962017	8.530244983000093	11.116347769021298	9.663472218063143	211	3.3	22.8	7.5	43.3	23.2
LtaP34.0520	LtaP34.0520	Leishmania_tarentolae_Parrot-TarII	LtaP34.0520	20	805.9230346679688	381.19293212890625	2612.972412109375	636.414794921875	5795.40234375	1851.1414794921875	9.65449825829882	8.574377559607292	11.351476177355574	9.313823564589374	12.500693107961704	10.854199446732604	0.3	1.3	14.6	1.6	31.6	14.7
LtaP34.0580	LtaP34.0580	Leishmania_tarentolae_Parrot-TarII	LtaP34.0580	9	NaN	NaN	921.3136596679688	NaN	800.33544921875	611.5598754882812	NaN	NaN	9.847548592790293	NaN	9.644461001636744	9.256349944195755	NaN	NaN	8.1	NaN	7.9	10.4
LtaP34.0590	LtaP34.0590	Leishmania_tarentolae_Parrot-TarII	LtaP34.0590	6	64.60425567626953	NaN	1850.6871337890625	136.2008819580078	593.8412475585938	418.404541015625	6.0135572975902605	NaN	10.853845307000858	7.08959223521226	9.213933494587197	8.708754699259128	0.1	NaN	28.8	3.1	13.6	10.2
LtaP34.0600	LtaP34.0600	Leishmania_tarentolae_Parrot-TarII	LtaP34.0600	17	NaN	643.8499755859375	7311.990234375	394.2265319824219	3571.382080078125	774.3507690429688	NaN	9.330580752815456	12.836048428248965	8.622881064764368	11.802266771861564	9.596843422971803	NaN	28.7	293.9	5.3	90.2	21.9
LtaP34.0620	LtaP34.0620	Leishmania_tarentolae_Parrot-TarII	LtaP34.0620	1	NaN	NaN	27.74398422241211	NaN	NaN	NaN	NaN	NaN	4.794103078120941	NaN	NaN	NaN	NaN	NaN	0.3	NaN	NaN	NaN
LtaP34.0630	LtaP34.0630	Leishmania_tarentolae_Parrot-TarII	LtaP34.0630	13	302.6785888671875	210.4490203857422	2920.98486328125	495.2250671386719	1988.651611328125	1715.553466796875	8.241642813973337	7.717326983901681	11.51223916671632	8.951940532035628	10.957574839550126	10.744458374172158	2.2	1.5	76.8	6.1	41	42.9
LtaP34.0640	LtaP34.0640	Leishmania_tarentolae_Parrot-TarII	LtaP34.0640	5	1094.367919921875	607.9212646484375	8508.4560546875	907.0065307617188	5724.66943359375	7432.72705078125	10.095882129750033	9.247740673876415	13.054681648732023	9.824969128470777	12.482976673018566	12.859675914107884	61.1	64	1331.9	112.3	937	569.6
LtaP34.0660	LtaP34.0660	Leishmania_tarentolae_Parrot-TarII	LtaP34.0660	18	116.60999298095703	NaN	406.51165771484375	118.95439147949219	529.4740600585938	1133.63818359375	6.8655476164462605	NaN	8.667152915472899	6.894264722981555	9.04841619534921	10.146744542202853	1.6	NaN	7.5	2.9	18.5	87.9
LtaP34.0670	LtaP34.0670	Leishmania_tarentolae_Parrot-TarII	LtaP34.0670	17	5676.65576171875	3793.313232421875	87822.546875	14508.5107421875	63589.69921875	29328.5625	12.470825542406805	11.889242791597013	16.42230375312405	13.824611817966654	15.9565054644049	14.840018740622344	245	197.9	4305.6	823.6	3422.2	1483.6
LtaP34.0680	LtaP34.0680	Leishmania_tarentolae_Parrot-TarII	LtaP34.0680	24	484.96612548828125	642.5902099609375	2639.392578125	731.6353149414062	2950.33447265625	3031.199951171875	8.921740169452189	9.327755190894669	11.36599023494415	9.514980903271972	11.52666280343796	11.565673306381672	0.5	0.8	25.8	2.9	22.1	34.3
LtaP34.0690	LtaP34.0690	Leishmania_tarentolae_Parrot-TarII	LtaP34.0690	2	NaN	NaN	NaN	38.757240295410156	NaN	199.2949981689453	NaN	NaN	NaN	5.2763939423722785	NaN	7.638761692187466	NaN	NaN	NaN	0.3	NaN	3.2
LtaP34.0700	LtaP34.0700	Leishmania_tarentolae_Parrot-TarII	LtaP34.0700	16	364.7208251953125	96.61285400390625	1410.22998046875	259.7657775878906	651.9314575195312	416.4615478515625	8.510648768248405	6.594143242271413	10.461714741347137	8.021067567610773	9.34857648077281	8.702039486602544	3	1.1	56.6	4	13.5	11.1
LtaP34.0720	LtaP34.0720	Leishmania_tarentolae_Parrot-TarII	LtaP34.0720	9	NaN	NaN	35.71754455566406	NaN	103.99376678466797	97.8356704711914	NaN	NaN	5.158560998999101	NaN	6.700353247964702	6.612288656480115	NaN	NaN	0.6	NaN	1.4	11.2
LtaP34.0730	LtaP34.0730	Leishmania_tarentolae_Parrot-TarII	LtaP34.0730	1	NaN	NaN	NaN	NaN	NaN	55.12821960449219	NaN	NaN	NaN	NaN	NaN	5.784719104456308	NaN	NaN	NaN	NaN	NaN	0.5
LtaP34.0750	LtaP34.0750	Leishmania_tarentolae_Parrot-TarII	LtaP34.0750	1	NaN	NaN	NaN	NaN	25.431949615478516	6.596660137176514	NaN	NaN	NaN	NaN	4.668570158282617	2.721735778547428	NaN	NaN	NaN	NaN	4.2	1.1
