PG.ProteinGroups	PG.ProteinAccessions	PG.Organisms	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.Quantity	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.Quantity	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.Quantity	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.Quantity	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.Quantity	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.Quantity	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.Log2Quantity	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.Log2Quantity	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.Log2Quantity	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.Log2Quantity	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.Log2Quantity	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.Log2Quantity	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.IBAQ	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.IBAQ	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.IBAQ	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.IBAQ	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.IBAQ	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.IBAQ
LtaP17.1380	LtaP17.1380	Leishmania_tarentolae_Parrot-TarII	LtaP17.1380	2	NaN	NaN	55.395965576171875	NaN	179.56690979003906	NaN	NaN	NaN	5.791709005183621	NaN	7.488377707558846	NaN	NaN	NaN	1.5	NaN	2.8	NaN
LtaP17.1400	LtaP17.1400	Leishmania_tarentolae_Parrot-TarII	LtaP17.1400	7	516.884521484375	216.08181762695312	1040.823486328125	406.451416015625	736.586181640625	602.927490234375	9.01369819006206	7.755433870380125	10.023509706813924	8.66693910403746	9.524710522302168	9.23584069974528	6.6	1.6	68.7	14.3	39	41.1
LtaP17.1410	LtaP17.1410	Leishmania_tarentolae_Parrot-TarII	LtaP17.1410	6	934.3255004882812	5581.41259765625	57944.86328125	99734.5703125	1476.1322021484375	5252.89892578125	9.867781433640543	12.446414584085721	15.822393153859169	16.605806042383477	10.527606219368618	12.358898109650234	121.5	1005.5	6107.7	11799.6	191.1	800.2
LtaP17.1420	LtaP17.1420	Leishmania_tarentolae_Parrot-TarII	LtaP17.1420	6	NaN	NaN	1011.5599365234375	NaN	823.8026123046875	476.7267761230469	NaN	NaN	9.982366089049965	NaN	9.686154890820713	8.89701884873604	NaN	NaN	24.1	NaN	17.9	8.6
LtaP17.1430	LtaP17.1430	Leishmania_tarentolae_Parrot-TarII	LtaP17.1430	8	857.7939453125	240.1747589111328	530.4682006835938	161.08358764648438	424.3166809082031	1580.651123046875	9.744487322607068	7.907940729214651	9.051122460064411	7.331665699168499	8.728997585326542	10.626303259826996	7.3	29.4	78.8	5.9	6.6	175
LtaP17.1450	LtaP17.1450	Leishmania_tarentolae_Parrot-TarII	LtaP17.1450	5	NaN	NaN	138.26873779296875	84.47449493408203	797.493896484375	137.46484375	NaN	NaN	7.111331193483876	6.400443914549615	9.63932966721597	7.102918890356056	NaN	NaN	2.5	0.6	6.1	5.2
LtaP17.1460	LtaP17.1460	Leishmania_tarentolae_Parrot-TarII	LtaP17.1460	8	97.2120361328125	96.93875885009766	598.10693359375	109.49925994873047	356.13116455078125	550.1153564453125	6.603063044460193	6.599001706045771	9.224259632013558	6.774777309172823	8.476264879268374	9.103590366086944	3.7	8.2	122.1	8.7	22.4	75.3
LtaP17.1490	LtaP17.1490	Leishmania_tarentolae_Parrot-TarII	LtaP17.1490	16	NaN	436.4154052734375	2749.976806640625	805.8997192382812	1525.44677734375	1388.318359375	NaN	8.769558218840734	11.425203735631873	9.65445652039097	10.575016129998707	10.439122719167818	NaN	7	310.6	12.2	38.6	93.2
LtaP17.1510	LtaP17.1510	Leishmania_tarentolae_Parrot-TarII	LtaP17.1510	2	NaN	NaN	160.63279724121094	27.346555709838867	121.26178741455078	85.310791015625	NaN	NaN	7.327622675322981	4.773287232356839	6.92198118299583	6.414656335376704	NaN	NaN	21.3	3.3	10.3	10.4
LtaP17.1600	LtaP17.1600	Leishmania_tarentolae_Parrot-TarII	LtaP17.1600	9	563.4014892578125	1142.309326171875	14942.7275390625	1502.7974853515625	8493.1728515625	3551.154052734375	9.138019567016183	10.157737655946782	13.867155890991416	10.553434891678107	13.052087896401826	11.794072231981012	1.2	26.8	275.4	826	103.5	83.7
LtaP18.0010	LtaP18.0010	Leishmania_tarentolae_Parrot-TarII	LtaP18.0010	38	1818.6025390625	1241.9052734375	14376.634765625	2939.744873046875	9705.2255859375	6975.65283203125	10.828614556854525	10.278339420576545	13.8114383936353	11.52147524028115	13.244546031648522	12.76811252575598	15	18.2	243.8	40.4	158.3	109.8
LtaP18.0060	LtaP18.0060	Leishmania_tarentolae_Parrot-TarII	LtaP18.0060	10	640.6712036132812	659.9851684570312	1110.063720703125	482.70196533203125	2311.24365234375	15996.169921875	9.323440336609107	9.366289793588368	10.11642677826796	8.914988890534874	11.174453642043957	13.965438891150486	54.5	100.5	142.1	62.2	96.2	3586.8
LtaP18.0070	LtaP18.0070	Leishmania_tarentolae_Parrot-TarII	LtaP18.0070	2	NaN	NaN	2165.269775390625	NaN	297.62835693359375	332.5208740234375	NaN	NaN	11.080331069138968	NaN	8.217368177438788	8.377301098523427	NaN	NaN	62.6	NaN	5.6	7.1
LtaP18.0080	LtaP18.0080	Leishmania_tarentolae_Parrot-TarII	LtaP18.0080	15	3017.33447265625	419.8366394042969	5806.55029296875	1134.567138671875	3510.12060546875	3175.476318359375	11.55905891329669	8.71368426679134	12.503465588854745	10.14792626851854	11.777304886109993	11.632757295631631	91.9	14.5	205	23	132.4	121.7
LtaP18.0090	LtaP18.0090	Leishmania_tarentolae_Parrot-TarII	LtaP18.0090	3	NaN	NaN	121.269287109375	NaN	148.69175720214844	67.19054412841797	NaN	NaN	6.922070406799878	NaN	7.216180862900145	6.070186308562179	NaN	NaN	5.3	NaN	2.6	2.1
LtaP18.0100	LtaP18.0100	Leishmania_tarentolae_Parrot-TarII	LtaP18.0100	8	NaN	77.051025390625	164.75819396972656	73.95109558105469	410.49432373046875	NaN	NaN	6.267742251058004	7.364206406786663	6.208499615810708	8.681218462490296	NaN	NaN	0.6	8.1	0.6	49.8	NaN
LtaP18.0140	LtaP18.0140	Leishmania_tarentolae_Parrot-TarII	LtaP18.0140	5	NaN	NaN	90.08907318115234	NaN	106.33271789550781	32.55971145629883	NaN	NaN	6.49328022841419	NaN	6.732441762965328	5.025016009405181	NaN	NaN	9.1	NaN	2.3	1.5
LtaP18.0220	LtaP18.0220	Leishmania_tarentolae_Parrot-TarII	LtaP18.0220	4	NaN	NaN	26.558122634887695	10.753583908081055	NaN	29.75450897216797	NaN	NaN	4.731081262616461	3.4267456500249907	NaN	4.895036404614663	NaN	NaN	1.2	0.5	NaN	15.3
LtaP18.0230	LtaP18.0230	Leishmania_tarentolae_Parrot-TarII	LtaP18.0230	15	7552.1025390625	1480.9703369140625	14470.556640625	2245.88232421875	25545.125	3774.729248046875	12.882662637761296	10.532327029127096	13.820832798808395	11.133066622590439	14.640760374846227	11.882157451878989	362.8	71.6	1339.4	180.7	2305.3	266.4
LtaP18.0260	LtaP18.0260	Leishmania_tarentolae_Parrot-TarII	LtaP18.0260	10	587.84228515625	222.13900756835938	4099.19580078125	605.1103515625	3773.121826171875	2002.8184814453125	9.199285329626605	7.7953189418856885	12.001125187557337	9.241054454698194	11.881542967152159	10.96781595804165	22.7	5.2	499.3	33.7	387.5	166.9
LtaP18.0270	LtaP18.0270	Leishmania_tarentolae_Parrot-TarII	LtaP18.0270	1	NaN	NaN	260.0593566894531	NaN	208.7185516357422	NaN	NaN	NaN	8.022697135444398	NaN	7.7054150277587965	NaN	NaN	NaN	43.3	NaN	34.8	NaN
LtaP18.0290	LtaP18.0290	Leishmania_tarentolae_Parrot-TarII	LtaP18.0290	5	NaN	63.1658821105957	1136.44140625	297.5780944824219	878.0830078125	521.9235229492188	NaN	5.981073618470798	10.15030758686296	8.217124519497753	9.778213518258449	9.027694615066018	NaN	1.3	39.8	9.3	25.6	23.7
LtaP18.0310	LtaP18.0310	Leishmania_tarentolae_Parrot-TarII	LtaP18.0310	5	206.3914337158203	150.60342407226562	2765.09130859375	186.64117431640625	2231.79052734375	1147.8538818359375	7.689239282666842	7.234610760819897	11.433111406453127	7.544123479444398	11.123985908897199	10.164723287853873	7.8	4.6	136.3	3	132.4	82.5
LtaP18.0320	LtaP18.0320	Leishmania_tarentolae_Parrot-TarII	LtaP18.0320	14	319.8059997558594	52.251319885253906	2741.513427734375	583.798583984375	4423.1337890625	4449.10546875	8.321053194686874	5.7073955754849	11.420756824530013	9.18932690133228	12.110853165582313	12.119299583544201	5.1	1	117.7	20.9	140	220.3
LtaP18.0330	LtaP18.0330	Leishmania_tarentolae_Parrot-TarII	LtaP18.0330	4	490.392822265625	31.672683715820312	713.5442504882812	145.20822143554688	1396.2037353515625	343.3220520019531	8.93779405265829	4.985167211052548	9.47885909106713	7.1819793282909705	10.447293760976978	8.423418716140972	47.6	0.9	35.8	10.1	66.9	12308.3
LtaP18.0340	LtaP18.0340	Leishmania_tarentolae_Parrot-TarII	LtaP18.0340	6	NaN	NaN	323.1669921875	126.83563232421875	362.53643798828125	454.0613708496094	NaN	NaN	8.336136040589523	6.986816292948146	8.501982195283247	8.826743494860589	NaN	0	17.8	4.2	20.3	34.2
LtaP18.0350	LtaP18.0350	Leishmania_tarentolae_Parrot-TarII	LtaP18.0350	7	314.2625732421875	2462.583251953125	2397.155517578125	725.986083984375	4493.93896484375	2354.466064453125	8.29582665595203	11.265956782895945	11.227107792798343	9.50379808405753	12.133764815117779	11.201184213501264	9.5	100.1	549.4	123.5	242	338.4
LtaP18.0370	LtaP18.0370	Leishmania_tarentolae_Parrot-TarII	LtaP18.0370	15	3994.835205078125	999.7183227539062	32071.6953125	2817.86669921875	11968.4990234375	33451.48828125	11.963920274994239	9.965377853052061	14.96901299632534	11.460387650417264	13.546954613934222	15.029782778404655	128.9	47.9	1288.9	119.5	509.6	1363.1
LtaP18.0380	LtaP18.0380	Leishmania_tarentolae_Parrot-TarII	LtaP18.0380	12	861.1393432617188	1075.84130859375	5609.443359375	975.4660034179688	2437.60693359375	1309.318603515625	9.750102892631684	10.071249574276811	12.453641899967993	9.929947783208748	11.251249793444961	10.354600483383892	49.6	66.2	290.7	40.6	57.3	62
LtaP18.0410	LtaP18.0410	Leishmania_tarentolae_Parrot-TarII	LtaP18.0410	16	1334.148681640625	56.17768478393555	180.07659912109375	33.44510269165039	371.41094970703125	442.4650573730469	10.381703738525486	5.8119252636813	7.492466905580679	5.063723069887853	8.536872538314539	8.7894197160548	9.3	0.5	2	0	3.2	10
LtaP18.0430	LtaP18.0430	Leishmania_tarentolae_Parrot-TarII	LtaP18.0430	5	433.1993103027344	52.9397087097168	757.875244140625	178.35260009765625	1122.5111083984375	634.5185546875	8.758887135805875	5.726278351598212	9.565816571848261	7.478588437935219	10.132514006645918	9.309518541964431	18.9	1.4	57.9	8.4	69.1	43.9
LtaP18.0440	LtaP18.0440	Leishmania_tarentolae_Parrot-TarII	LtaP18.0440	2	NaN	NaN	NaN	NaN	402.9856262207031	357.41363525390625	NaN	NaN	NaN	NaN	8.65458457108397	8.48145086371192	NaN	NaN	NaN	NaN	57.2	37.8
LtaP18.0470	LtaP18.0470	Leishmania_tarentolae_Parrot-TarII	LtaP18.0470	9	595.5880126953125	915.3883056640625	5786.78515625	540.3734130859375	3715.418701171875	2432.4716796875	9.218170907094565	9.838240051007345	12.498546367379834	9.07781288414104	11.85930908602259	11.248207293034458	8.3	41.1	257.4	15.7	150.8	92.8
LtaP18.0490	LtaP18.0490	Leishmania_tarentolae_Parrot-TarII	LtaP18.0490	10	NaN	NaN	867.1246337890625	129.534423828125	775.8938598632812	665.92822265625	NaN	NaN	9.760095559953836	7.017191735459115	9.599715498988495	9.379222873980547	NaN	NaN	34.7	0.9	2.3	38.3
LtaP18.0520	LtaP18.0520	Leishmania_tarentolae_Parrot-TarII	LtaP18.0520	17	480.1964111328125	705.6302490234375	50901	12413.1240234375	23683.423828125	10980.716796875	8.90748081104351	9.462768597581592	15.635406379285964	13.599578625229729	14.531590040870778	13.42268461290382	5.3	5.1	2361	380.7	1495.4	399.1
LtaP18.0530	LtaP18.0530	Leishmania_tarentolae_Parrot-TarII	LtaP18.0530	41	11578.4443359375	4615.65283203125	74034.484375	7983.86669921875	54632.58203125	47226.5234375	13.49915380735023	12.172318999905775	16.175909796891347	12.962871917914729	15.737473988484156	15.527309715501934	190.4	68.2	1273.6	115.5	896.9	841.3
LtaP18.0540	LtaP18.0540	Leishmania_tarentolae_Parrot-TarII	LtaP18.0540	4	NaN	14.208975791931152	304.72943115234375	57.03904724121094	464.7015075683594	105.143310546875	NaN	3.82873066120942	8.251385033832728	5.833877978635153	8.86016051497169	6.716213255271453	NaN	0.2	11.7	0.7	17.6	2.4
LtaP18.0550	LtaP18.0550	Leishmania_tarentolae_Parrot-TarII	LtaP18.0550	5	190.10052490234375	95.24628448486328	1721.93310546875	268.95721435546875	1688.1065673828125	3258.859619140625	7.570618705311756	6.573590909700006	10.749813381936288	8.071232877253074	10.72119026654	11.670151491561613	8	3.2	109.3	15.3	93.4	293.3
LtaP18.0560	LtaP18.0560	Leishmania_tarentolae_Parrot-TarII	LtaP18.0560	11	NaN	296.35284423828125	714.0826416015625	178.74456787109375	NaN	449.9389343261719	NaN	8.211172093572717	9.479947238439971	7.481755588171952	NaN	8.813585402054962	NaN	18.1	9.9	2.8	NaN	12.7
LtaP18.0570	LtaP18.0570	Leishmania_tarentolae_Parrot-TarII	LtaP18.0570	10	535.3429565429688	434.44610595703125	9185.060546875	1209.4334716796875	7105.60791015625	2800.939453125	9.064319610604445	8.763033408261986	13.165073516111764	10.240115696627653	12.794742367128057	11.451695082205028	8.7	11.3	371.2	57.4	310.8	117
LtaP18.0580	LtaP18.0580	Leishmania_tarentolae_Parrot-TarII	LtaP18.0580	21	2134.903076171875	6001.8330078125	42603.07421875	5957.02734375	71678.5	9749.3623046875	11.059954858161117	12.551187463286336	15.378669917984643	12.540376865969852	16.129252826303166	13.251092141477937	49.4	239.1	1636.9	197.1	2761.9	323.4
LtaP18.0610	LtaP18.0610	Leishmania_tarentolae_Parrot-TarII	LtaP18.0610	6	443.78973388671875	37.64255905151367	1551.4710693359375	549.0357055664062	2352.389892578125	2742.69384765625	8.793732484073896	5.234292804925947	10.599421079488938	9.100756165177414	11.199911481516391	11.421377875452501	77.7	4.2	72.4	5.5	108.9	370.8
LtaP18.0630	LtaP18.0630	Leishmania_tarentolae_Parrot-TarII	LtaP18.0630	4	1557.5267333984375	1338.3580322265625	27884.2421875	4964.81494140625	73607.1796875	11570.41796875	10.60504121055044	10.386248396322609	14.767162442810884	12.277524228379246	16.16755887401608	13.498153360723578	159.9	260.4	3184.5	227.6	8321.9	1117.6
LtaP18.0640	LtaP18.0640	Leishmania_tarentolae_Parrot-TarII	LtaP18.0640	1	NaN	NaN	102.05230712890625	8.13935661315918	NaN	26.75725555419922	NaN	NaN	6.673164987978844	3.024914759148828	NaN	4.741858243699539	NaN	NaN	7.9	0.6	NaN	2.1
LtaP18.0650	LtaP18.0650	Leishmania_tarentolae_Parrot-TarII	LtaP18.0650	21	1166.895751953125	4023.888916015625	15224.8359375	3904.13720703125	13246.728515625	7735.8955078125	10.188459964080804	11.974374763134195	13.894139061314526	11.930788040540646	13.693348487372884	12.917352592483713	43.8	129	341.8	74.6	279.5	227.3
LtaP18.0660	LtaP18.0660	Leishmania_tarentolae_Parrot-TarII	LtaP18.0660	3	NaN	NaN	321.08087158203125	74.80530548095703	474.0148620605469	124.78893280029297	NaN	NaN	8.326792908728914	6.225068690128984	8.888788483254615	6.963346180848841	NaN	NaN	9.7	2.1	21.5	2
LtaP18.0750	LtaP18.0750	Leishmania_tarentolae_Parrot-TarII	LtaP18.0750	31	14793.8134765625	5400.41015625	84003.4453125	21843.876953125	39238.01171875	349260.90625	13.852706370767082	12.398853267478305	16.35816087926616	14.41494131477511	15.259964318247928	18.41394564131599	489.7	171	3355	853.3	1409	15355.6
LtaP18.0780	LtaP18.0780	Leishmania_tarentolae_Parrot-TarII	LtaP18.0780	26	NaN	222.37193298339844	2772.541259765625	852.3653564453125	2700.239013671875	3370.947021484375	NaN	7.7968308973462825	11.436993214775436	9.735328147160676	11.398871398818748	11.718938238462297	NaN	0.5	39.8	10.9	27.8	36.8
LtaP18.0790	LtaP18.0790	Leishmania_tarentolae_Parrot-TarII	LtaP18.0790	2	NaN	189.1712646484375	789.5591430664062	NaN	780.213623046875	NaN	NaN	7.563549147914646	9.624903527060765	NaN	9.607725378768555	NaN	NaN	5.2	54.9	NaN	41.1	NaN
LtaP18.0810	LtaP18.0810	Leishmania_tarentolae_Parrot-TarII	LtaP18.0810	10	617.0526123046875	115.87842559814453	2383.348876953125	473.7379455566406	3664.466552734375	2219.578125	9.269249694181925	6.856468178208318	11.21877443476765	8.887945423597953	11.839387480909693	11.116069774386794	23.8	2.6	114.3	15.9	162.2	99.5
LtaP18.0820	LtaP18.0820	Leishmania_tarentolae_Parrot-TarII	LtaP18.0820	2	79.26153564453125	18.19772720336914	618.2393798828125	96.87822723388672	259.22589111328125	199.72628784179688	6.308549013811831	4.18568637183983	9.272021741984767	6.598100560412167	8.018066009522304	7.641880421620368	3.2	0.7	41.3	6.6	17	13.2
LtaP18.0870	LtaP18.0870	Leishmania_tarentolae_Parrot-TarII	LtaP18.0870	16	806.262939453125	259.76849365234375	3300.807861328125	349.48980712890625	2990.255126953125	1395.1015625	9.655106598729834	8.021082652092911	11.688603446979974	8.449106569784547	11.546052864298792	10.446154437814432	17.7	3.1	86.4	15.4	67.6	34.7
LtaP18.0880	LtaP18.0880	Leishmania_tarentolae_Parrot-TarII	LtaP18.0880	4	NaN	180.1896514892578	374.194091796875	71.43248748779297	NaN	313.09100341796875	NaN	7.49337234757525	8.547642969618414	6.158508455945426	NaN	8.290438243410177	NaN	6.2	17.8	1.8	NaN	11.4
LtaP18.0900	LtaP18.0900	Leishmania_tarentolae_Parrot-TarII	LtaP18.0900	10	1489.4716796875	2245.72021484375	11741.927734375	2510.796875	5243.2890625	9595.6484375	10.540584977593053	11.13296248408332	13.51938166231716	11.293929603082843	12.356256368479285	13.2281645862319	97.3	168	745.6	246.9	307	947.7
LtaP18.0910	LtaP18.0910	Leishmania_tarentolae_Parrot-TarII	LtaP18.0910	8	890.63232421875	140.2468719482422	2270.0166015625	319.07562255859375	1030.0162353515625	740.6912841796875	9.798686163046474	7.131824783246332	11.148487133237445	8.317754580412446	10.008451362339114	9.532728550677504	14.5	3	60.5	6.3	26.4	21.7
LtaP18.0930	LtaP18.0930	Leishmania_tarentolae_Parrot-TarII	LtaP18.0930	8	NaN	NaN	476.79327392578125	NaN	1023.5230102539062	NaN	NaN	NaN	8.89722007376615	NaN	9.9993278212257	NaN	NaN	NaN	4.4	NaN	12.8	NaN
LtaP18.0940	LtaP18.0940	Leishmania_tarentolae_Parrot-TarII	LtaP18.0940	1	NaN	NaN	80.03178405761719	14.449214935302734	134.05592346191406	46.921409606933594	NaN	NaN	6.3225011648331435	3.8529192042421188	7.066691158146464	5.552174450163104	NaN	NaN	3.6	0.7	6.1	2.1
LtaP18.0950	LtaP18.0950	Leishmania_tarentolae_Parrot-TarII	LtaP18.0950	6	NaN	106.78045654296875	336.8201904296875	209.4847869873047	NaN	116.99784851074219	NaN	6.738503812187867	8.395834812026182	7.71070166742304	NaN	6.870338189913131	NaN	4.3	9.2	5.9	NaN	4.1
LtaP18.0990	LtaP18.0990	Leishmania_tarentolae_Parrot-TarII	LtaP18.0990	2	NaN	34.712432861328125	24.34276008605957	NaN	NaN	13.802722930908203	NaN	5.117380576561368	4.605420851136049	NaN	NaN	3.7868809975001647	NaN	2.2	0.9	NaN	NaN	0.5
LtaP18.1000	LtaP18.1000	Leishmania_tarentolae_Parrot-TarII	LtaP18.1000	1	NaN	NaN	159.26351928710938	NaN	255.15008544921875	112.61729431152344	NaN	NaN	7.315272032464312	NaN	7.995202314652749	6.815284584702555	NaN	NaN	17.9	NaN	3.8	17.7
LtaP18.1020	LtaP18.1020	Leishmania_tarentolae_Parrot-TarII	LtaP18.1020	6	NaN	16.879457473754883	592.98193359375	77.87921142578125	224.71533203125	196.97512817382812	NaN	4.077196629708426	9.211844340563287	6.283166370857813	7.811954750833905	7.621869663488867	NaN	0.3	32.4	1.3	4.2	10.8
LtaP18.1070	LtaP18.1070	Leishmania_tarentolae_Parrot-TarII	LtaP18.1070	8	NaN	93.75411987304688	2271.51171875	348.44830322265625	1289.645751953125	600.5084838867188	NaN	6.550810183674639	11.149437032953022	8.444800819421712	10.332759116135211	9.230040818011773	NaN	2	127.7	11.6	47.5	33.4
LtaP18.1110	LtaP18.1110	Leishmania_tarentolae_Parrot-TarII	LtaP18.1110	8	NaN	636.8461303710938	20534.529296875	2785.61572265625	18679.85546875	2774.911376953125	NaN	9.314801032011786	14.325764257041865	11.443780535689568	14.18919567210643	11.438225981143967	NaN	1	168.1	37.4	107.1	178.5
LtaP18.1120	LtaP18.1120	Leishmania_tarentolae_Parrot-TarII	LtaP18.1120	13	1601.6494140625	920.5011596679688	6012.2255859375	1645.2489013671875	2166.03271484375	8776.5859375	10.645342674639938	9.846275728890562	12.553683426585625	10.684090143154144	11.080839317629756	13.099444130014314	85.8	48.7	355.6	76.6	104.7	622.4
LtaP18.1130	LtaP18.1130	Leishmania_tarentolae_Parrot-TarII	LtaP18.1130	5	NaN	NaN	315.2633972167969	247.16477966308594	54.98031997680664	1307.848388671875	NaN	NaN	8.30041386940848	7.9493293673797325	5.780843398020673	10.352979591867555	NaN	NaN	4.9	2.5	0.2	18
LtaP18.1140	LtaP18.1140	Leishmania_tarentolae_Parrot-TarII	LtaP18.1140	4	NaN	9.823932647705078	279.5455322265625	40.804561614990234	115.51701354980469	NaN	NaN	3.296300669711048	8.126939477377958	5.350658537561074	6.851961539739003	NaN	NaN	1	76.5	3.6	4.6	NaN
LtaP18.1150	LtaP18.1150	Leishmania_tarentolae_Parrot-TarII	LtaP18.1150	9	433.0003967285156	2219.1083984375	3270.026611328125	1643.9368896484375	1311.3265380859375	1885.4041748046875	8.758224536569681	11.115764426315359	11.675086661019972	10.682939200020565	10.356811265582447	10.880658112390572	3.9	131.9	213.5	91	42	116.6
LtaP18.1170	LtaP18.1170	Leishmania_tarentolae_Parrot-TarII	LtaP18.1170	23	430.31475830078125	251.94427490234375	4785.6865234375	370.6401062011719	2553.4716796875	2593.486328125	8.749248510335708	7.976960863134026	12.224510183859076	8.533875190640487	11.31824434300712	11.340677049043117	0.7	1.4	295	6.2	42.7	44
LtaP18.1180	LtaP18.1180	Leishmania_tarentolae_Parrot-TarII	LtaP18.1180	13	824.9393310546875	275.4747314453125	4322.45458984375	908.7212524414062	3856.935791015625	2897.6982421875	9.688144212157454	8.105776180112217	12.077635092173056	9.827694009614405	11.913239413321424	11.500691649340709	26.8	2.6	326.9	46.9	164.5	262.8
LtaP18.1200	LtaP18.1200	Leishmania_tarentolae_Parrot-TarII	LtaP18.1200	4	NaN	NaN	570.6463012695312	165.91726684570312	362.1741638183594	197.7947540283203	NaN	NaN	9.156452999263413	7.374320223726138	8.500539823140159	7.627860352789389	NaN	NaN	48.6	22.6	29.4	32.8
LtaP18.1210	LtaP18.1210	Leishmania_tarentolae_Parrot-TarII	LtaP18.1210	10	141.41162109375	NaN	2997.467529296875	374.9450988769531	2210.928466796875	1380.9307861328125	7.14375687431672	NaN	11.54952841008604	8.550535555045933	11.110436633078603	10.431425296506188	0.9	NaN	115.9	4.2	51.1	58.4
LtaP18.1240	LtaP18.1240	Leishmania_tarentolae_Parrot-TarII	LtaP18.1240	2	86.34021759033203	53.466705322265625	955.3609619140625	174.30587768554688	298.0344543457031	405.5448913574219	6.4319608234997645	5.740568873892925	9.89990211619281	7.445477408491443	8.219335313215083	8.663717810639168	32.3	10.6	69.6	4.9	8.5	74.8
LtaP18.1260	LtaP18.1260	Leishmania_tarentolae_Parrot-TarII	LtaP18.1260	4	NaN	NaN	689.8475952148438	NaN	292.0454406738281	NaN	NaN	NaN	9.430133859036854	NaN	8.190049051805921	NaN	NaN	NaN	24.9	NaN	4	NaN
LtaP18.1280	LtaP18.1280	Leishmania_tarentolae_Parrot-TarII	LtaP18.1280	5	NaN	125.9228744506836	143.86697387695312	275.1351318359375	NaN	23.8659610748291	NaN	6.9763965686140725	7.168591634581192	8.103996558034478	NaN	4.576882529327837	NaN	10.1	5.3	1.7	NaN	2.6
LtaP18.1320	LtaP18.1320	Leishmania_tarentolae_Parrot-TarII	LtaP18.1320	26	NaN	196.51393127441406	6914.97265625	2050.697509765625	8588.7626953125	6016.173828125	NaN	7.618487781485471	12.755507831226502	11.00189898596529	13.068234595081853	12.554630536742616	NaN	0.5	165.7	10.7	264.3	95.5
LtaP18.1330	LtaP18.1330	Leishmania_tarentolae_Parrot-TarII	LtaP18.1330	27	546.535888671875	524.326171875	5106.68701171875	1565.9727783203125	6227.84228515625	2974.349609375	9.094172424389075	9.034320749918344	12.318171923802772	10.612843418795746	12.604516694508712	11.538358518490764	1.4	5.7	129.8	33	146.8	59.7
LtaP18.1340	LtaP18.1340	Leishmania_tarentolae_Parrot-TarII	LtaP18.1340	24	46848.37890625	10727.845703125	116612.71875	16595.4375	97087.59375	49796.91015625	15.51571150674283	13.389072772003543	16.83136562384017	14.018499042756597	16.566999333495975	15.60376860697232	1739.9	340.4	4989.8	613.8	3593.3	1977.2
LtaP18.1350	LtaP18.1350	Leishmania_tarentolae_Parrot-TarII	LtaP18.1350	11	1569.7855224609375	136.62322998046875	1584.546875	331.17230224609375	2004.0638427734375	1116.130615234375	10.616351743894137	7.094058994986149	10.629854623668919	8.371438207167609	10.968712753367628	10.124290153159373	11.3	0.6	88.3	15.3	96.8	84.2
LtaP18.1370	LtaP18.1370	Leishmania_tarentolae_Parrot-TarII	LtaP18.1370	17	216.7841796875	179.65599060058594	1850.22998046875	720.7080688476562	5342.41943359375	3045.745849609375	7.760115666396486	7.489093232354782	10.853488891111967	9.493271187224643	12.38327753113516	11.572579846708667	0.3	1.3	38.7	3.5	107.5	38.6
LtaP18.1380	LtaP18.1380	Leishmania_tarentolae_Parrot-TarII	LtaP18.1380	6	NaN	NaN	712.7627563476562	NaN	1868.1534423828125	767.985595703125	NaN	NaN	9.477278144148151	NaN	10.867397241569012	9.584935441863667	NaN	NaN	12.5	NaN	26.1	17.5
